School Name,Longitude,Latitude,Sequence
David T. Denny International School,-122.370748,47.508601,395
David T. Denny International School,-122.370754,47.508201,396
David T. Denny International School,-122.370755,47.508119,397
David T. Denny International School,-122.370822,47.508119,398
David T. Denny International School,-122.370842,47.508119,399
David T. Denny International School,-122.370822,47.508102,400
David T. Denny International School,-122.370807,47.508089,401
David T. Denny International School,-122.370775,47.508057,402
David T. Denny International School,-122.370747,47.508024,403
David T. Denny International School,-122.370724,47.50799,404
David T. Denny International School,-122.370704,47.507954,405
David T. Denny International School,-122.370689,47.507917,406
David T. Denny International School,-122.370688,47.507913,407
David T. Denny International School,-122.37062,47.507722,408
David T. Denny International School,-122.370619,47.507717,409
David T. Denny International School,-122.370617,47.507712,410
David T. Denny International School,-122.370611,47.507671,411
David T. Denny International School,-122.370589,47.507537,412
David T. Denny International School,-122.370588,47.507529,413
David T. Denny International School,-122.370583,47.507343,414
David T. Denny International School,-122.370584,47.507261,415
David T. Denny International School,-122.370585,47.507179,416
David T. Denny International School,-122.370575,47.507132,417
David T. Denny International School,-122.37056,47.507087,418
David T. Denny International School,-122.370559,47.507082,419
David T. Denny International School,-122.370414,47.506698,420
David T. Denny International School,-122.370368,47.506553,421
David T. Denny International School,-122.370342,47.506418,422
David T. Denny International School,-122.37034,47.506402,423
David T. Denny International School,-122.370316,47.506211,424
David T. Denny International School,-122.370285,47.505972,425
David T. Denny International School,-122.370276,47.505898,426
David T. Denny International School,-122.370271,47.505833,427
David T. Denny International School,-122.370271,47.505767,428
David T. Denny International School,-122.37028,47.505686,429
David T. Denny International School,-122.370298,47.505607,430
David T. Denny International School,-122.370315,47.505547,431
David T. Denny International School,-122.370327,47.505504,432
David T. Denny International School,-122.370328,47.505501,433
David T. Denny International School,-122.370362,47.505381,434
David T. Denny International School,-122.370383,47.505305,435
David T. Denny International School,-122.370403,47.505218,436
David T. Denny International School,-122.370416,47.505131,437
David T. Denny International School,-122.370422,47.505043,438
David T. Denny International School,-122.370422,47.505034,439
David T. Denny International School,-122.370427,47.504601,440
David T. Denny International School,-122.370437,47.503874,441
David T. Denny International School,-122.370437,47.503867,442
David T. Denny International School,-122.370438,47.503858,443
David T. Denny International School,-122.37044,47.503836,444
David T. Denny International School,-122.370442,47.503799,445
David T. Denny International School,-122.370456,47.503731,446
David T. Denny International School,-122.370476,47.503664,447
David T. Denny International School,-122.370505,47.503599,448
David T. Denny International School,-122.370541,47.503535,449
David T. Denny International School,-122.370585,47.503473,450
David T. Denny International School,-122.370611,47.50344,451
David T. Denny International School,-122.370646,47.503394,452
David T. Denny International School,-122.370726,47.503298,453
David T. Denny International School,-122.370825,47.503198,454
David T. Denny International School,-122.370872,47.503154,455
David T. Denny International School,-122.370961,47.503069,456
David T. Denny International School,-122.371243,47.502802,457
David T. Denny International School,-122.371263,47.502783,458
